flight_record,flight_date_exact,tail_number,airframe,fleet,takeoff_airport_code,landing_airport_code,p14_event_record,p14_event_type,p14_severity,p14_false_positive,p14_start_of_event_10_seconds_seconds_from_start_of_file,p14_end_of_event_10_seconds_seconds_from_start_of_file,p14_duration_of_event_seconds,p14_terrain_elevation_at_start_of_event_ft,p14_data_dropouts_seconds,p14_error_b_w_gmt_and_recorded_time_around_event_percent,p14_estimated_nav_error_at_start_of_event_nm,p14_standard_deviation_of_sample_rate_of_gmt_event_interval_30_seconds_hz,p14_flap_handle_position_at_start_of_event,p14_speed_brake_handle_position_at_start_of_event_deg,p14_flap_position_at_start_of_event_deg_ted,target
2844509,30/01/2020 3:11,VH-XZH,737-800,QFA - 737-800 (1024 wps),NZWN,YSSY,40532351,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,448.25,468.25,0,30.2719202,0,4.41E-04,0.058913459,0,5,-1.654518247,5.132507118,0
2844606,30/01/2020 4:22,VH-VYE,737-800,QFA - 737-800 (1024 wps),YPDN,YSSY,40532423,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,745.75,765.75,0,90.67135429,4,-9.54E-05,0.018698636,0,5,-1.102259159,5.156261341,0
2844663,30/01/2020 6:00,VH-XZN,737-800,QFA - 737-800 (1024 wps),YPPH,YSSY,40532497,Rotation Speed High,Level 2,Not a False Positive,448,468,0,53.19365692,2,0.001335144,0.016983498,0,5,-1.37830174,5.156261341,0
2844663,30/01/2020 6:00,VH-XZN,737-800,QFA - 737-800 (1024 wps),YPPH,YSSY,40532498,Airborne Speed High,Level 2,Not a False Positive,457,477,0,61.63697433,2,-9.54E-05,0.015503183,0,5,-1.37830174,5.156261341,0
2844704,30/01/2020 8:15,VH-VZB,737-800,QFA - 737-800 (1024 wps),YBBN,YMML,40531748,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,484.5,504.5,0,9.33049202,0,-9.54E-05,0.005031916,0,1,-0.918327272,1.003406133,0
2844713,30/01/2020 8:56,VH-VZA,737-800,QFA - 737-800 (1024 wps),YSSY,YPAD,40531813,Thrust reversers delayed during landing,Level 2,Not a False Positive,6756.25,6837.75,61.5,15.76248789,0,0.001027761,0.003514356,0,40,4.200705528,40,0
2844734,30/01/2020 7:55,VH-XZH,737-800,QFA - 737-800 (1024 wps),YSSY,NZWN,40531838,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,945.5,965.5,0,12.26825142,2,-9.54E-05,0.050888854,0,5,-1.654518247,5.132507118,0
2844934,30/01/2020 17:56,VH-XZH,737-800,QFA - 737-800 (1024 wps),NZWN,YSSY,40532030,GPWS: Windshear Warning,Level 2,Not a False Positive,556,580,4,-3.23712492,0,-0.004479193,0.00938844,0,5,-1.37830174,5.132507118,0
2844934,30/01/2020 17:56,VH-XZH,737-800,QFA - 737-800 (1024 wps),NZWN,YSSY,40532036,Pitch Attitude High During Rotation (Gears Extended),Level 3,Not a False Positive,534.25,554.25,0,27.87696648,0,-9.54E-05,0.016144368,0,5,-1.562426805,5.132507118,0
2845318,31/01/2020 0:35,VH-XZA,737-800,QFA - 737-800 (1024 wps),NZQN,YSSY,40531347,Airborne Speed High,Level 2,Not a False Positive,681,701,0,1165.034668,0,8.34E-05,0.052063312,0,15,-0.366993845,15.29301198,0
2845394,31/01/2020 3:56,VH-XZK,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40531291,Airborne Speed High,Level 2,Not a False Positive,612,632,0,395.8066711,4,-9.54E-05,0.009192658,0,5,-1.470354557,5.180015564,0
2845406,31/01/2020 4:42,VH-VZC,737-800,QFA - 737-800 (1024 wps),YMML,YSCB,40530944,GPWS: Windshear Warning,Level 2,Not a False Positive,816,840,4,412.3733826,2,0.001058271,0.007807104,0,1,-1.010283589,1.012420556,0
2845406,31/01/2020 4:42,VH-VZC,737-800,QFA - 737-800 (1024 wps),YMML,YSCB,40530949,Rotation Speed High,Level 2,Not a False Positive,795.25,815.25,0,376.8839874,2,-9.54E-05,0.011935053,0,1,-0.964305431,1.012420556,0
2845487,31/01/2020 5:12,VH-VXT,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40530970,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,1007.75,1027.75,0,12.59262609,2,-9.54E-05,0.00592022,0,5,-1.378311396,5.251278233,0
2845504,31/01/2020 5:33,VH-XZL,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40531086,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,932.75,952.75,0,12.33244634,0,-9.54E-05,0.027894035,0,5,1.68E-04,5.013735488,0
2845511,31/01/2020 3:07,VH-VZG,737-800,QFA - 737-800 (1024 wps),NFFN,YSSY,40531420,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,373.25,393.25,0,29.20303583,0,-9.54E-05,0.003597549,0,1,-1.194254041,1.012420556,0
2845582,31/01/2020 7:12,VH-VZA,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40530920,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,995.25,1015.25,0,12.24826694,0,-9.54E-05,0.011445839,0,5,-1.332284987,5.180015564,0
2845614,31/01/2020 7:12,VH-VYC,737-800,QFA - 737-800 (1024 wps),YSSY,YPAD,40530925,Deep Touchdown,Level 2,Not a False Positive,8769,8789,0,11.88893318,0,0.001335144,0.005304006,0,30,2.014149666,30.25396474,0
2845685,31/01/2020 9:28,VH-VXN,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40530904,Airborne Speed High,Level 2,Not a False Positive,951,971,0,13.49867725,0,-0.001525879,0.026110859,0,5,-1.102259159,4.993988759,0
2846523,1/02/2020 2:06,VH-VZF,737-800,QFA - 737-800 (1024 wps),YPPH,YBBN,40530706,Airborne Speed High,Level 2,Not a False Positive,426,446,0,59.32759476,0,6.20E-04,0.00394319,0,5,-1.194254041,5.061244449,0
2846717,1/02/2020 9:18,VH-XZM,737-800,QFA - 737-800 (1024 wps),YSSY,YPPH,40530685,Airborne Speed High,Level 2,Not a False Positive,1131,1151,0,8.389493942,0,0.001335144,0.008881642,0,1,-1.562426805,1.003406133,0
2846930,1/02/2020 22:58,VH-VZI,737-800,QFA - 737-800 (1024 wps),YSSY,NZWN,40529953,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,896.75,916.75,0,12.97409201,2,-0.001525879,0.008894459,0,5,-1.286268234,5.061244449,0
2847077,2/02/2020 3:25,VH-VXK,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40529780,Rotation Speed High,Level 2,Not a False Positive,947.5,967.5,0,5.530876637,0,-9.54E-05,0.015761257,0,5,-1.286268234,5.132507118,0
2847078,2/02/2020 3:21,VH-VYI,737-800,QFA - 737-800 (1024 wps),YBBN,YSSY,40529906,Airspeed Low Relative to Stall Speed,Level 2,Not a False Positive,4607,4630,3,177.9230957,2,4.28E-04,0.005142478,0,15,1.77E-04,29.51174672,0
2847265,2/02/2020 7:24,VH-VXC,737-800,QFA - 737-800 (1024 wps),YMML,YBBN,40529494,Early Flap Retraction,Level 2,Bad Parameter: Synchronization Error,402.5,474,51.5,396.2313385,3.75,18.65905005,0.348073652,0,5,-0.091586694,5.156261341,1
2847406,2/02/2020 10:08,VH-VZE,737-800,QFA - 737-800 (1024 wps),YBBN,YPAD,40529589,Airborne Speed High,Level 2,Not a False Positive,485,505,0,9.192570686,0,-0.001525879,0.018744776,0,1,-0.918327272,0.99408856,0
2847491,2/02/2020 17:42,VH-XZC,737-800,QFA - 737-800 (1024 wps),NZAA,YBBN,40529418,Airborne Speed High,Level 2,Not a False Positive,883,903,0,15.79733944,0,-0.001525879,0.02968424,0,1,-1.930908918,1.007913345,0
2847623,2/02/2020 21:21,VH-VXQ,737-800,QFA - 737-800 (1024 wps),YPPH,YPKA,40529164,Climb Speed High,Level 2,Not a False Positive,620,645,5,69.23512268,17,-0.002441406,0.017808877,0,5,-0.642573953,5.156261341,0
2847633,2/02/2020 22:31,VH-VXM,737-800,QFA - 737-800 (1024 wps),YMML,YSCB,40529106,Airborne Speed High,Level 2,Not a False Positive,657,678,1,395.7965088,2,5.55E-04,0.022945877,0,5,-1.286268234,5.108752895,0
2847675,2/02/2020 22:21,VH-VXT,737-800,QFA - 737-800 (1024 wps),YBBN,YMML,40529058,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,575.5,595.5,0,8.409883499,0,0.001335144,0.023082626,0,5,-1.470354557,5.251278233,0
2847692,2/02/2020 22:25,VH-XZP,737-800,QFA - 737-800 (1024 wps),YPPH,YPAD,40529394,Airborne Speed High,Level 2,Not a False Positive,421,441,0,54.27188873,0,-0.001525879,0.013186087,0,5,-1.470354557,5.061244449,0
2847831,3/02/2020 0:15,VH-VXM,737-800,QFA - 737-800 (1024 wps),YSCB,YMML,40528966,Rotation Speed High,Level 2,Not a False Positive,776.25,796.25,0,1863.433441,0,5.22E-06,0.598771943,0,5,-1.102259159,5.108752895,0
2847886,2/02/2020 23:59,VH-VYG,737-800,QFA - 737-800 (1024 wps),YNWN,YPPH,40529028,Deviation Above GlideSlope 500 to 200 ft AGL,Level 2,Not a False Positive,5710,5752.25,22.25,68.37546539,0,6.80E-05,0.006321688,0,30,3.928011894,30.07818349,0
2847991,2/02/2020 22:30,VH-VZI,737-800,QFA - 737-800 (1024 wps),YMML,NZWN,40529298,Airborne Speed High,Level 2,Not a False Positive,695,715,0,396.8439941,2,-0.001525879,0.008384601,0,15,-1.286268234,15.11723073,0
2848086,3/02/2020 1:40,VH-XZP,737-800,QFA - 737-800 (1024 wps),YPAD,YMML,40528810,Airborne Speed High,Level 2,Not a False Positive,378,398,0,13.51238537,0,2.62E-04,0.005666855,0,1,-0.642573953,1.007913345,0
2848104,3/02/2020 0:04,VH-VZK,737-800,QFA - 737-800 (1024 wps),YPPH,YMML,40529333,Airborne Speed High,Level 2,Not a False Positive,373,393,0,54.65199661,0,1.64E-05,0.020216255,0,10,-0.550694644,10.24415843,0
2848112,2/02/2020 23:23,VH-VZJ,737-800,QFA - 737-800 (1024 wps),YSSY,YPDN,40529272,GPWS: Windshear Warning,Level 2,Bad Parameter: Bad Sensor on Airplane,4135,7348,3193,443.2414734,0,-3.74E-07,0.005764102,0,0,-1.286268234,0.004750851,1
2848158,3/02/2020 3:48,VH-XZP,737-800,QFA - 737-800 (1024 wps),YMML,YSCB,40528943,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,546,566,0,363.4454346,2,6.20E-04,0.005996974,0,5,-1.470354557,5.061244449,0
2848196,3/02/2020 1:49,VH-XZH,737-800,QFA - 737-800 (1024 wps),YMML,YPPH,40528986,Airborne Speed High,Level 2,Not a False Positive,693,713,0,396.3617554,0,-9.54E-05,0.01119953,0,15,-1.562426805,15.41019948,0
2848337,3/02/2020 2:59,VH-VZI,737-800,QFA - 737-800 (1024 wps),NZWN,YMML,40529126,Rotation Speed High,Level 2,Not a False Positive,502.75,522.75,0,23.2225709,0,-9.54E-05,0.043383464,0,5,-1.286268234,5.061244449,0
2848449,3/02/2020 8:16,VH-VYC,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40528468,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,578.75,598.75,0,397.1224442,2,-0.001525879,0.004658847,0,5,-1.470354557,5.156261341,0
2848806,3/02/2020 21:17,VH-VZQ,737-800,QFA - 737-800 (1024 wps),YPPH,YPKA,40528307,Idle Thrust Approach,Level 3,Not a False Positive,6486.5,6532,25.5,18.16071796,11,1.26E-04,0.009448635,0,30,3.746097088,29.980498,0
2848807,3/02/2020 21:51,VH-VZD,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40528246,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,942,962,0,12.887887,0,-0.001525879,0.022918344,0,5,-1.746629119,5.203769787,0
2848871,3/02/2020 19:58,VH-XZB,737-800,QFA - 737-800 (1024 wps),NZAA,YSSY,40528417,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,704,724,0,14.88581276,0,-0.001525879,0.025279901,0,1,-1.286268234,0.998839404,0
2848874,3/02/2020 22:50,VH-VYK,737-800,QFA - 737-800 (1024 wps),YSCB,YMML,40528038,Airborne Speed High,Level 2,Not a False Positive,477,497,0,1871.144653,0,-0.001525879,0.015304297,0,1,-0.734472454,1.003406133,0
2849131,4/02/2020 3:24,VH-VZK,737-800,QFA - 737-800 (1024 wps),YBBN,YSSY,40527802,Rotation Speed Low,Level 2,Not a False Positive,389,409,0,4.859910011,0,-9.54E-05,0.010672392,0,5,-1.102259159,5.22752401,0
2849277,4/02/2020 6:18,VH-VZP,737-800,QFA - 737-800 (1024 wps),YBBN,YSSY,40527703,Rotation Speed High,Level 2,Not a False Positive,917,937,0,6.209272861,0,-9.54E-05,0.004153749,0,5,-1.654518247,5.061244449,0
2849316,4/02/2020 6:29,VH-VZO,737-800,QFA - 737-800 (1024 wps),YPPD,YPPH,40527842,Airborne Speed High,Level 2,Not a False Positive,397,418,1,30.28983688,0,5.55E-04,0.013707167,0,5,-0.918327272,5.203769787,0
2849353,4/02/2020 8:06,VH-VZJ,737-800,QFA - 737-800 (1024 wps),YPAD,YMML,40527676,Airborne Speed High,Level 2,Not a False Positive,518,538,0,15.36322212,0,0.001335144,0.007101113,0,5,-1.194254041,5.013735488,0
2849449,4/02/2020 6:54,VH-XZN,737-800,QFA - 737-800 (1024 wps),YPPD,YBBN,40527788,Airborne Speed High,Level 2,Not a False Positive,490,511,1,30.29646301,2,5.55E-04,0.034973768,0,5,-1.37830174,5.156261341,0
2849725,4/02/2020 21:49,VH-XZO,737-800,QFA - 737-800 (1024 wps),YMML,YPAD,40527206,Airborne Speed High,Level 2,Not a False Positive,571,591,0,346.0267639,0,-0.001525879,0.007094381,0,10,-0.734472454,10.24415843,0
2850233,5/02/2020 5:24,VH-VZM,737-800,QFA - 737-800 (1024 wps),YMML,YSCB,40526814,Airborne Speed High,Level 2,Not a False Positive,528,548,0,346.8988037,2,-9.54E-05,0.03450001,0,5,-1.102259159,4.965483691,0
2850255,5/02/2020 5:41,VH-XZO,737-800,QFA - 737-800 (1024 wps),YPAD,YMML,40527001,Rotation Speed High,Level 2,Not a False Positive,418.5,438.5,0,12.52041245,0,-9.54E-05,0.024997251,0,5,-1.470354557,5.156261341,0
2851036,5/02/2020 22:48,VH-VZE,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40526337,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,912,932,0,12.19167995,0,-0.001525879,0.007299956,0,5,-0.918327272,5.037489711,0
2851136,5/02/2020 23:52,VH-VZD,737-800,QFA - 737-800 (1024 wps),YBBN,YBTL,40526381,Rotation Speed High,Level 2,Not a False Positive,1975.5,1995.5,0,5.942573547,2,-0.001525879,0.026878371,0,5,-1.746629119,5.191892675,0
2851136,5/02/2020 23:52,VH-VZD,737-800,QFA - 737-800 (1024 wps),YBBN,YBTL,40526382,Airborne Speed High,Level 3,Not a False Positive,1982,2002,0,10.49723721,2,-0.001525879,0.018199358,0,5,-1.746629119,5.203769787,0
2851178,5/02/2020 23:44,VH-XZC,737-800,QFA - 737-800 (1024 wps),YBBN,AYPY,40526340,Airborne Speed High,Level 2,Not a False Positive,2094,2115,1,8.878053665,2,5.55E-04,0.008272479,0,5,-1.930908918,5.108752895,0
2851421,6/02/2020 5:50,VH-VZG,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40526075,Pitch Attitude High During Rotation (Gears Extended),Level 3,Not a False Positive,788.5,808.5,0,12.85595131,14,-9.54E-05,0.015327486,0,5,-1.286268234,5.156261341,0
2851632,6/02/2020 8:25,VH-VYZ,737-800,QFA - 737-800 (1024 wps),YSSY,NZWN,40526011,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,964.25,984.25,0,12.46058941,0,0.001335144,0.013844745,0,5,-0.734472454,5.150322785,0
2852275,7/02/2020 5:46,VH-XZK,737-800,QFA - 737-800 (1024 wps),YMML,YSCB,40525185,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,325.75,345.75,0,396.0821381,0,-9.54E-05,0.01606737,0,5,-1.424328148,5.180015564,0
2852458,7/02/2020 7:05,VH-VXU,737-800,QFA - 737-800 (1024 wps),YPAD,YPPH,40525504,GPWS: Windshear Warning,Level 2,Bad Parameter: Bad Sensor on Airplane,9530,11361.25,1811.25,1120.7349,2,-5.93E-05,0.002127202,0,0,-0.550694644,0,1
2852489,7/02/2020 9:19,VH-VZD,737-800,QFA - 737-800 (1024 wps),YSSY,YPAD,40525089,High Speed Below 5000 ft AAL,Level 2,Not a False Positive,6029,6068,19,438.1001587,0,7.79E-04,0.00686369,0,0,33.99514389,0.004750851,0
2852826,8/02/2020 1:47,VH-XZP,737-800,QFA - 737-800 (1024 wps),YMML,YMHB,40524725,Airborne Speed High,Level 2,Not a False Positive,596,617,1,340.4624939,0,-1.54E-04,0.00974214,0,5,-1.470354557,5.061244449,0
2852846,8/02/2020 1:24,VH-VYG,737-800,QFA - 737-800 (1024 wps),YBBN,YSSY,40524726,Deep Touchdown,Level 2,Not a False Positive,7179.5,7199.5,0,7.442331314,4,2.62E-04,0.010558474,0,30,4.745699406,30.07818349,0
2852852,7/02/2020 23:16,VH-XZH,737-800,QFA - 737-800 (1024 wps),YPPH,YSSY,40525161,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,489,509,0,57.24470139,2,-0.001525879,0.013882815,0,1,-1.746629119,1.016927768,0
2852895,8/02/2020 2:30,VH-VZF,737-800,QFA - 737-800 (1024 wps),YBHM,YSSY,40524676,Airborne Speed High,Level 2,Not a False Positive,351,371,0,13.93407154,0,-9.54E-05,0.012237546,0,25,-1.194254041,25.04885356,0
2852916,8/02/2020 4:23,VH-VXI,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40524522,Pitch Rate Low during Rotation,Level 2,Not a False Positive,340.75,364.75,4,4.921677828,0,-3.26E-04,0.009499484,0,5,-1.37830174,5.084998672,0
2852928,8/02/2020 2:33,VH-VZP,737-800,QFA - 737-800 (1024 wps),YPPH,YMML,40524956,High Speed Below 5000 ft AAL,Level 2,Not a False Positive,11396,11442,26,1469.448975,0,-0.685663093,0.016075543,0,0,-0.275172263,0,0
2853046,8/02/2020 3:52,VH-VYH,737-800,QFA - 737-800 (1024 wps),YPAD,YPPH,40524809,Rotation Speed High,Level 2,Not a False Positive,678,698,0,13.49825478,2,-9.54E-05,0.031989571,0,5,-1.470354557,5.061244449,0
2853083,8/02/2020 7:03,VH-VZA,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40524429,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,271.5,291.5,0,9.211475372,0,6.20E-04,0.025529236,0,5,-1.37830174,5.156261341,0
2853535,8/02/2020 9:17,VH-VZJ,737-800,QFA - 737-800 (1024 wps),YSSY,NZCH,40524410,Rotation Speed Low,Level 2,Not a False Positive,381,401,0,5.842130184,0,-0.001525879,0.006680395,0,5,-0.550694644,5.013735488,0
2853602,8/02/2020 23:32,VH-VZG,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40524529,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,1333.25,1353.25,0,8.273629189,0,-0.001525879,0.023843691,0,5,0.137784932,5.156261341,0
2853675,9/02/2020 1:58,VH-VXM,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40524197,GPWS: Sink Rate,Level 2,Not a False Positive,4704,4726,2,19.88822365,11,-2.13E-04,0.003464123,0,30,4.291615963,30.31255849,0
2853719,9/02/2020 2:52,VH-XZN,737-800,QFA - 737-800 (1024 wps),YSSY,YBCS,40524420,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,566,586,0,9.859444618,4,-9.54E-05,0.0341589,0,5,-1.37830174,5.156261341,0
2853772,9/02/2020 3:11,VH-XZF,737-800,QFA - 737-800 (1024 wps),NZWN,YSSY,40524553,Deep Touchdown,Level 2,Not a False Positive,13743,13763,0,12.62573147,4,-9.54E-05,0.024428337,0,30,11.94833279,30.07818349,0
2853803,9/02/2020 1:19,VH-VZR,737-800,QFA - 737-800 (1024 wps),YBBN,YBTL,40524351,Airborne Speed High,Level 2,Not a False Positive,582,602,0,11.35768509,2,2.62E-04,0.006325424,0,5,-1.37830174,4.951231157,0
2853846,9/02/2020 3:27,VH-VZH,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40524044,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,686,706,0,12.5933342,2,-9.54E-05,0.027112645,0,5,-1.010283589,5.061244449,0
2853889,9/02/2020 0:12,VH-XZC,737-800,QFA - 737-800 (1024 wps),YSSY,NZAA,40524062,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,1242.25,1262.25,0,9.283485889,0,-5.96E-06,0.020662204,0,5,-0.826390207,5.084998672,0
2853895,9/02/2020 2:13,VH-VZE,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40524533,GPWS: Windshear Warning,Level 2,Not a False Positive,5236,5260,4,34.00896072,15,-3.22520656,0.003774506,0,30,3.746097088,29.95120112,0
2853897,9/02/2020 3:10,VH-VXH,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40523875,Rotation Speed High,Level 2,Not a False Positive,534,554,0,6.653778076,0,6.20E-04,0.023186989,0,5,-0.918327272,4.979736225,0
2854165,9/02/2020 1:08,VH-VZT,737-800,QFA - 737-800 (1024 wps),YSSY,NZQN,40523970,Airborne Speed High,Level 3,Not a False Positive,1354,1376,2,11.78118038,0,1.39E-04,0.044051419,0,5,-0.275172263,4.993988759,0
2854827,8/02/2020 21:36,VH-VXH,737-800,QFA - 737-800 (1024 wps),YPPH,YSSY,40524500,GPWS: Sink Rate,Level 2,Not a False Positive,16184,16206,2,4.629537582,4,-2.13E-04,0.013890355,0,30,3.564107418,29.01369985,0
2854827,8/02/2020 21:36,VH-VXH,737-800,QFA - 737-800 (1024 wps),YPPH,YSSY,40524506,Approach Speed High Below 50 ft AGL (Vref),Level 2,Not a False Positive,16188,16208.5,0.5,5.320251465,4,-1.25E-04,0.019305917,0,30,3.564107418,29.01369985,0
2854827,8/02/2020 21:36,VH-VXH,737-800,QFA - 737-800 (1024 wps),YPPH,YSSY,40524507,High Bank Angle Descent Below 200 feet,Level 2,Not a False Positive,16184.75,16205,0.25,4.274311185,4,-1.10E-04,0.014920891,0,30,3.746059656,29.01369985,0
2854844,9/02/2020 6:28,VH-VZP,737-800,QFA - 737-800 (1024 wps),YSSY,YSCB,40523480,Airborne Speed High,Level 2,Not a False Positive,1989,2009,0,14.52925587,0,-9.54E-05,0.006468936,0,5,-0.734472454,5.037489711,0
2854923,9/02/2020 2:19,VH-VXE,737-800,QFA - 737-800 (1024 wps),YPDN,YMML,40524139,Below Minimum Maneuver Speed,Level 2,Bad Parameter: Synchronization Error,444.75,14439.75,13975,92.4081955,4,2.9584977,0.006306037,0,5,0.458709747,4.965483691,1
2855059,8/02/2020 23:08,VH-VZS,737-800,QFA - 737-800 (1024 wps),YSSY,YBAS,40523894,Rotation Speed High,Level 2,Not a False Positive,1765,1785,0,3.818465948,0,0.004196167,0.033747259,0,5,-1.37830174,5.108752895,0
2855098,9/02/2020 2:10,VH-VYG,737-800,QFA - 737-800 (1024 wps),YSSY,YPPH,40524234,Airborne Speed High,Level 2,Not a False Positive,1354,1375,1,9.749403,0,-1.54E-04,0.011774861,0,5,-0.826390207,5.180015564,0
2855159,10/02/2020 6:28,VH-VZX,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40523522,Pitch Attitude High During Rotation (Gears Extended),Level 3,Bad Parameter: Short-term Data Dropout,623.25,643.25,0,355.7208633,4,13.33370209,0.43240097,0,5,-1.562426805,5.084998672,1
2855460,9/02/2020 8:21,VH-XZF,737-800,QFA - 737-800 (1024 wps),YSSY,NZWN,40523541,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,739.25,759.25,0,16.35131216,2,-8.11E-04,0.033926373,0,5,-1.010283589,4.979736225,0
2855510,9/02/2020 8:44,VH-VYC,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40522895,Climb Speed High,Level 3,Not a False Positive,1024,1045,1,-14.99884892,0,5.55E-04,0.004835919,0,5,-1.562426805,5.132507118,0
2855510,9/02/2020 8:44,VH-VYC,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40522896,Airborne Speed High,Level 2,Not a False Positive,1013,1033,0,14.54437542,0,-0.001525879,0.00935607,0,5,-1.562426805,5.132507118,0
2855514,9/02/2020 1:19,VH-VZA,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40523202,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,771.5,791.5,0,12.62589645,0,-3.333365917,0.016066702,0,5,-1.37830174,5.156261341,0
2855535,9/02/2020 19:10,VH-VYG,737-800,QFA - 737-800 (1024 wps),YBBN,YSSY,40523035,Pitch Attitude High During Rotation (Gears Extended),Level 3,Bad Parameter: Short-term Data Dropout,610.25,630.25,0,-76.39082527,0,9.99917984,0.582732947,0,5,-0.918327272,5.180015564,1
2855632,10/02/2020 4:32,VH-VXK,737-800,QFA - 737-800 (1024 wps),YMML,YPPH,40523827,Deep Touchdown,Level 3,Bad Parameter: Short-term Data Dropout,13610.5,13630.5,0,52.89313507,0,6.666088104,0.246237099,0,30,4.018940926,30.25396474,1
2855755,9/02/2020 9:30,VH-VXJ,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40522699,Pitch Attitude High During Rotation (Gears Extended),Level 3,Bad Parameter: Short-term Data Dropout,363.25,383.25,0,359.2799072,6,6.667518616,0.29022015,0,5,-1.1482566,4.951231157,1
2855789,10/02/2020 8:57,VH-VXN,737-800,QFA - 737-800 (1024 wps),YMML,YSCB,40522445,Deep Touchdown,Level 2,Bad Parameter: Short-term Data Dropout,3054.5,3074.5,0,1868.881287,4,21.24872208,0.236834404,0,30,4.382470131,29.8633105,1
